"EP/K025716/1","['-421218']"
"EP/L025884/1","['-189421']"
"EP/M006328/1","['-84630', '-414620', '89240', '-454585', '101974', '101975', '-200272', '-180681', '-20346']"
"S/A000024/1","['-150146', '-433286', '-412765', '-257189', '-172152', '-69236', '69824', '79518']"
"S/A000023/1","['27094', '-475109', '-322942', '-167458', '-107836', '-79651', '-8365', '48721', '118450']"
"EP/L026473/1","['-472125']"
"EP/K030523/1","['77032', '-296941']"
"EP/K030310/1","['-193123', '-424694', '-89740']"
"EP/K020293/1","['22030', '-2818', '-148210', '-288160']"
"EP/M02735X/1","['104093']"
"EP/M027333/1","['8857', '-4440', '14786', '51894', '-3983', '-150346', '84263', '-40059', '73994', '-5447']"
"EP/M027546/1","['52957', '24421', '-320865', '-248253', '-107721', '-87368', '-26709', '-25110', '-3394']"
"EP/M027473/1","['1182', '6201', '-37941', '113264', '113340', '78971', '-446548']"
"EP/M027503/1","['92027', '113837', '111323', '106491', '72691', '39898', '-472839', '-494378', '13802', '110435', '110436', '113265', '114208', '-402138', '-389838', '48366', '21285', '21839', '-363966', '-98843', '-17792', '-25867', '49954']"
"EP/M027007/1","['15956', '-364755', '29262', '-27576']"
"EP/M014711/1","['-425314']"
"EP/M027260/1","['22007', '-423615', '5579', '591', '-310926', '27977', '-110578', '4633', '-20131', '41598']"
"EP/L001101/1","['61980', '115982', '54748']"
"EP/M027481/1","['92211', '101121', '-17236', '-9422']"
"EP/N033671/1","['67077']"
"EP/M027430/1","['73992', '26999', '71283', '84766', '-20123']"
"EP/M027341/1","['100896', '123447', '-513339', '-15140', '-9364']"
"EP/M027538/1","['-4657', '37618', '41641', '21638', '-110462', '71608']"
"EP/N510117/1","['84835', '-461122']"
"EP/N031849/1","['-217133']"
"EP/N031636/1","['-134267']"
"EP/L013118/1","['-415710']"
"EP/J012343/1","['74076', '108835', '103323', '21216', '-189859', '-89125']"
"EP/L026031/1","['6057', '-156983', '-11028', '-88412', '16421']"
"EP/F501374/1","['10482', '95204']"
"EP/M025187/1","['114477']"
"EP/K003976/1","['65489', '-212193', '53031', '48909', '7223', '643', '82512']"
"EP/L025175/1","['-171947']"
"EP/L025124/1","['77725', '-247607']"
"EP/L025108/1","['42912', '105733']"
"EP/M026914/1","['80847', '-503867', '-273683']"
"EP/L027119/2","['21502', '-266724', '-190482', '-181217', '109935', '22235', '-177563', '114631', '-96616', '-58810', '-26550']"
"EP/L019906/1","['-394542']"
"EP/K009559/1","['22235', '-404511', '-26550', '-181217', '-177563', '-128228', '43134', '44146', '109935', '70990', '111934']"
"EP/M001210/1","['-475272']"
"EP/K019589/1","['62131']"
"EP/L018683/1","['-241485']"
"EP/L018535/1","['62131']"
"EP/L026074/1","['-214753', '93100', '55448', '69299']"
"EP/L026155/2","['126618', '45632', '34745', '-97321', '-79875', '-11022']"
"EP/M003787/1","['-386067']"
"EP/N027736/1","['1488', '-185420', '1329', '-49402']"
"EP/K032968/1","['-128335', '-369623', '-200592']"
"EP/K034723/1","['106606', '3618', '-253040']"
"S/A000021/1","['14115']"
"EP/K040006/1","['2320', '76902']"
"EP/N033957/1","['-186860']"
"EP/N033981/1","['-444688']"
"EP/K031724/2","['-140023', '10387']"
"EP/N002350/1","['-456323']"
"EP/N002458/1","['101161']"
"EP/N012380/1","['103439', '68829', '80541', '-109337', '-456155', '78580']"
"EP/I01196X/1","['12208', '-10060', '45632', '41202', '28779', '30827']"
"EP/N023862/1","['-451963']"
"EP/P000835/1","['-482012']"
"EP/N024435/1","['-530636']"
"EP/N023005/1","['-172488']"
"EP/L012669/1","['-439280']"
"EP/J003948/1","['113863']"
"EP/J001317/2","['-172488']"
"EP/M025217/1","['-409552']"
"EP/N019407/1","['-525355']"
"EP/M00483X/1","['-205784']"
"EP/L003457/1","['-446181']"
"EP/M025179/1","['54563', '23213', '-185564']"
"EP/K026550/2","['-21575']"
"EP/M025160/1","['-506688']"
"EP/M027201/1","['-513828']"
"EP/M019004/1","['-467812']"
"EP/J002259/1","['-193514']"
"EP/J017671/1","['14115', '28187', '-201108', '46217', '39006', '12311', '102634', '119760']"
"EP/J008591/1","['41202', '107535']"
"EP/J009369/1","['45311', '12308']"
"EP/J008842/1","['-79875', '-53274', '126618']"
"EP/N032853/1","['-544882']"
"EP/K003038/1","['-407088']"
"EP/L000091/1","['110767']"
"EP/M021939/1","['-11790', '14115']"
"EP/M024237/1","['30827', '42440', '-209637', '783']"
"EP/M024156/1","['-127839', '56944']"
"EP/M005283/1","['-116900', '110767']"
"EP/K00042X/1","['45306', '-200461', '12308', '43826', '94859', '44903', '27588', '61164', '16932', '109313', '55612']"
"EP/J017582/1","['34745', '-144950', '-79875', '110767', '67969', '118538', '126618', '69966', '-556611', '84713']"
"EP/M022900/1","['-159795', '1799', '76609', '58058', '98559', '97323', '-462639', '5587', '6475', '-421543', '-240050', '-120053']"
"EP/J002356/1","['-94516']"
"EP/J016918/1","['-228147']"
"EP/L015323/1","['39348', '10167']"
"EP/L015730/1","['-95250', '53005', '-109524', '18960', '98852']"
"EP/M025888/1","['50579', '-21466']"
"EP/M025381/1","['45280', '41812', '82897']"
"EP/L01162X/1","['-165020', '-416643', '-111019', '-162039']"
"EP/M00306X/1","['94773', '39006']"
"EP/J017043/2","['-95220']"
"EP/N009452/1","['15535']"
"EP/J01771X/1","['45650', '43826', '41641']"
"EP/M004694/1","['-482879']"
"EP/M029042/1","['50506']"
"EP/L022990/1","['-219102']"
"EP/K029398/1","['12408', '-139598', '115433']"
"EP/L022613/1","['94881', '50220', '-157813', '52001', '-136460', '-107432', '13767', '5480', '42411', '7903', '16533', '111741', '-468308', '-243022']"
"EP/K503228/1","['-88630', '-411389']"
"EP/K015338/1","['2220', '-189537', '-149220', '106049', '21659']"
"EP/N013247/1","['13096', '-165020', '-162039', '-111019', '-416643', '-445427']"
"EP/N01202X/1","['-490600']"
"EP/I036303/1","['25929', '1509']"
"EP/K001469/1","['120483', '-19880', '3826']"
"EP/L00044X/1","['13096', '30005', '-165020', '41202', '28779']"
"EP/I019278/1","['44932', '47547', '42725', '3017', '12988', '94767', '-88630', '6602', '9831', '16737', '17193', '17160', '69217', '5821', '27853', '34856']"
"EP/K023195/2","['-2868', '124428', '77840', '-19872']"
"EP/N001605/1","['64205']"
"EP/M02976X/1","['106024']"
"EP/M02959X/1","['19471', '-257569', '42928', '-493358']"
"EP/N004477/1","['-512273']"
"EP/M022447/1","['80469']"
"EP/N025261/1","['127297', '-172113', '92813', '5822', '-161777', '45677', '-544833']"
"EP/N007549/1","['95734']"
"EP/N016858/1","['70834']"
"EP/K021052/1","['-209653', '-124856', '-305040']"
"EP/N035003/1","['16391']"
"EP/J003859/1","['86016']"
"EP/K025627/2","['21348', '43713', '34860']"
"EP/K022415/1","['78842', '86737', '112206', '49750', '92980', '-288512']"
"EP/M01102X/1","['46237', '46430', '125144']"
"EP/M011534/1","['93407', '78580']"
"EP/M010996/1","['-426430']"
"EP/M011372/1","['-413757', '12352']"
"EP/M001709/1","['-81214']"
"EP/M002721/1","['3351']"
"EP/M001423/1","['-192235']"
"EP/M00371X/1","['-390810']"
"EP/K028464/1","['46237', '46430']"
"EP/J003832/1","['112206']"
"EP/M009386/1","['-492233', '12400', '58233']"
"EP/J002550/1","['-302987']"
"EP/L000644/1","['81294']"
"EP/L000849/1","['16561']"
"EP/N009363/1","['91121']"
"EP/L026597/1","['-415047', '-402132', '-175105', '-253003']"
"EP/M000419/1","['41348']"
"EP/K011952/1","['16199']"
"EP/M507179/1","['-80332', '-420556']"
"EP/J015873/1","['74261', '-392928', '45991', '-24125', '14826']"
"EP/L000016/1","['74072', '48048', '44633', '-108614', '12453', '41776', '6489']"
"EP/M005127/1","['-185536']"
"EP/J022004/1","['13938', '124929', '3431', '-362630']"
"EP/N003527/1","['-506319']"
"EP/N003470/1","['-165963']"
"EP/J017175/1","['-109524']"
"EP/M01634X/1","['-187636']"
"EP/M020479/1","['-26007', '-227026']"
"EP/L01405X/1","['-426646']"
"EP/M009165/1","['-213901']"
"EP/N003446/1","['2220']"
"EP/N003381/1","['-127839']"
"EP/I038683/1","['10222', '14906', '108055', '37227']"
"EP/K007173/1","['123469']"
"EP/N031105/1","['90693', '11061', '81210']"
"EP/J017280/2","['-187724']"
"EP/L011298/1","['-249569']"
"EP/K026313/1","['-22808']"
"EP/N003675/1","['-248348', '61635']"
"EP/N002962/1","['-511778']"
"EP/J001821/1","['-303056']"
"EP/K504117/1","['60514']"
"EP/K021796/1","['-117637', '56833']"
"EP/N030419/1","['-284862', '-44895']"
"EP/J004111/2","['110493']"
"EP/M01598X/1","['94773', '39006', '-94516']"
"EP/M016161/1","['8761', '107247', '-201586', '-5447']"
"EP/M016099/1","['-160945']"
"EP/K038125/1","['-110926', '12031', '117586', '126291']"
"EP/L011093/1","['74001']"
"EP/P000983/1","['-419330']"
"EP/N004558/1","['21686', '-451963']"
"EP/N004299/1","['-9419']"
"EP/N029720/1","['-198394', '106', '127376']"
"EP/N029666/1","['-544942', '-189163', '12031']"
"EP/M013723/1","['11965', '-119193', '9162']"
"EP/M01360X/1","['1080', '82275', '106698']"
"EP/K029746/1","['68356', '58233']"
"EP/K02986X/1","['74001']"
"EP/L018446/1","['-284545', '-219190']"
"EP/M016005/1","['-53274']"
"EP/M015475/1","['69275', '36938']"
"EP/M016145/1","['-198394', '106']"
"EP/M016269/1","['9133', '84280', '-212765', '7770', '74001', '3257', '101088', '38417', '69416']"
"EP/N015312/1","['-411567']"
"EP/N014073/1","['-10093', '77863']"
"EP/N013999/1","['-526864']"
"EP/M013529/1","['-431170']"
"EP/L019078/1","['38417', '84280', '-212765', '9133', '3257', '101088']"
"EP/N032268/1","['-454002']"
"EP/M025756/1","['103370', '36990', '82513']"
"EP/J011630/1","['59914', '-213336', '94622', '111610', '109496', '-220692']"
"EP/J011894/2","['21837', '132855', '13542', '-58808', '-159173', '-283858', '29356']"
"EP/J019690/1","['-170498']"
"EP/J019534/1","['119263', '21243', '109549']"
"EP/J012017/1","['109735', '127556', '-389315']"
"EP/M019918/1","['109735', '127556', '9080', '-389315']"
"EP/J011843/2","['21837']"
"EP/J011770/1","['29766']"
"EP/J011916/1","['-93157']"
"EP/J01205X/1","['69511', '-109550', '70153', '30719']"
"EP/J011525/1","['77575', '-414430', '95505', '22032', '-204619', '-165898', '-49837']"
"EP/J014974/1","['9602', '78648', '110062']"
"EP/M024083/1","['-87062', '65573', '-108581']"
"EP/M014290/1","['-425218']"
"EP/M014401/1","['125145', '-326178', '-284584']"
"EP/N011627/1","['-87062', '51434']"
"EP/L000342/1","['-543329']"
"EP/M025853/1","['47895']"
"EP/N023978/1","['-417031', '-111126']"
"EP/J011991/1","['30887']"
"EP/N028902/1","['-131141', '-410651', '-127650', '-11114', '-547461', '-530923']"
"EP/M01147X/1","['-421253', '-199552', '-421518', '14060', '-415663', '64981']"
"EP/N006410/1","['-22970', '4049', '6007', '61541', '88761']"
"EP/K006223/1","['12495']"
"EP/K006509/1","['58408', '126074']"
"EP/K006320/1","['69511']"
"EP/K006193/1","['29766', '53674']"
"EP/L011751/1","['51434', '-198498', '-87062']"
"EP/M023532/1","['-85963', '44615', '94767', '5587', '119795', '-159795']"
"EP/K022237/1","['-248516', '-110111', '8058', '9985']"
"EP/N014057/1","['-421206']"
"EP/N024389/1","['-255359']"
"EP/N022726/1","['32176', '-188467']"
"EP/L01551X/1","['4572', '16397']"
"EP/M025020/1","['46239', '-511619', '-511776', '52001', '-157672', '-118569']"
"EP/M025012/1","['-139598', '31869', '-212193', '-16489', '45941', '-1866']"
"EP/N509905/1","['116663', '-126494']"
"EP/N509917/1","['29806']"
"EP/M022196/1","['-485347']"
"EP/M014797/1","['-240050', '46239', '49195', '52001', '-120856', '4572', '5587', '94767', '-159795', '91763', '16397', '-282455', '-243022']"
"EP/N50984X/1","['119089', '-493297']"
"EP/N508627/1","['-189902']"
"EP/N508457/1","['-240050', '-423577']"
"EP/K034308/1","['16176', '94727', '106018']"
"EP/M029573/1","['49973', '-470126']"
"EP/N510002/1","['27203']"
"EP/M024881/1","['-159795', '-423577', '-240050']"
"EP/N508433/1","['-240050', '-423577']"
"EP/M024938/1","['-248516', '9985']"
"EP/K02227X/1","['91763', '-109909', '99349', '129729', '115876']"
"EP/J009857/1","['-223629', '-120053', '-159795']"
"EP/K022156/1","['-191521', '-192969', '46033', '45941', '9849', '73460', '5562', '115732', '-232476']"
"EP/N509929/1","['49195', '-484065']"
"EP/M024873/1","['49195', '-484065', '92167', '5587']"
"EP/K027468/1","['94767', '8719']"
"EP/L002612/1","['-9324', '-121218']"
"EP/N510014/1","['-240050']"
"EP/M024911/1","['-161990', '-415585', '6674', '27886', '12223', '45348']"
"EP/J017361/1","['-240050', '52001', '4572', '-159795', '91763', '16397', '106967', '-250227', '71224', '-243022']"
"EP/N009096/1","['-37695']"
"EP/P510373/1","['124798', '122884']"
"EP/K022229/1","['122416', '-398512', '-403269', '-122094', '-124555', '-109909', '6674', '-80247', '-252133', '-243022', '-217499']"
"EP/K033972/1","['-268628']"
"EP/J500896/1","['8734', '75256', '97010', '55899', '101834', '-207986', '-119079', '-123491', '1732', '-100063', '-21005']"
"EP/K000276/1","['-394954']"
"EP/K01501X/1","['-85151', '46533', '-270211']"
"EP/N020294/1","['-504091']"
"EP/K039628/1","['14648', '-105615', '119646']"
"EP/L010429/1","['33824']"
"EP/L015927/1","['27794', '-396159', '-448602']"
"EP/L016710/1","['89131', '14648']"
"EP/N011317/1","['-464971']"
"EP/K014463/1","['65739', '75256', '97010', '89131', '96326']"
"EP/K020951/1","['38841']"
"EP/N007336/1","['111516', '-47431']"
"EP/K034316/1","['27116']"
"EP/K041053/1","['-409967']"
"EP/K041061/1","['40963', '40869', '-68064']"
"EP/L01226X/1","['39564']"
"EP/N013492/1","['-40608', '-408781']"
"EP/K032402/1","['90560', '110695']"
"EP/J017213/1","['-123491']"
"EP/L014246/1","['120886']"
"EP/M008363/1","['-211760', '-32785']"
"EP/M008347/1","['14049', '-6825']"
"EP/K026003/1","['-240187']"
"EP/K005251/2","['-119079']"
"EP/K022547/1","['55899', '-119044', '4468', '29480']"
"EP/J018317/1","['-21005']"
"EP/K005413/1","['-409733']"
"EP/N031938/1","['-205951', '-217083', '-123491', '97010']"
"EP/J004022/2","['107958']"
"EP/M015920/1","['-482240']"
"EP/D063485/1","['38841', '96326']"
"EP/D002060/1","['65739', '3343']"
"EP/N000188/1","['-515845']"
"EP/K019112/1","['-162549']"
"EP/J004081/2","['69077']"
"EP/N024060/1","['-507665']"
"EP/M021505/1","['-258313', '11267']"
"EP/N023269/1","['-180263']"
"EP/N023471/1","['47139', '77965', '30074']"
"EP/N019652/1","['66901']"
"EP/M009254/1","['-133963']"
"EP/N029127/1","['-539945']"
"EP/N01135X/1","['64694']"
"EP/N011201/1","['52875']"
"EP/N019555/1","['-408616']"
"EP/N017668/1","['76878']"
"EP/M011976/1","['-494087']"
"EP/N017897/1","['-449126', '27794']"
"EP/N017803/1","['50344']"
"EP/J019844/1","['92683']"
"EP/J019364/1","['36455']"
"EP/J002534/2","['-99419']"
"EP/K036173/1","['-119436', '40612', '99349', '59056', '62227', '-420764']"
"EP/L002663/2","['-108018', '44159']"
"EP/M000656/1","['-407693']"
"EP/M016439/1","['-126233']"
"EP/N508421/1","['-507629']"
"EP/K006428/1","['81240', '-398951', '44464', '-413584']"
"EP/L015471/1","['51012', '36539']"
"EP/L016141/1","['34866', '-255948']"
"EP/L002566/1","['-410911', '-173704']"
"EP/L021552/1","['53866', '-122094', '70074', '67108']"
"EP/L001039/1","['40612', '31821', '-210456', '37719', '55297', '-219209']"
"EP/L021579/1","['12007', '-408327', '40055', '53021', '10327', '-234376']"
"EP/N030028/1","['36539', '51012', '114424']"
"EP/N004310/1","['-499030']"
"EP/L00089X/1","['40055', '-11031', '110641', '36539']"
"EP/P510294/1","['15492', '132090', '-121972']"
"EP/L021455/1","['-160713', '31821', '-466197']"
"EP/L021463/1","['53866', '28186', '-190092', '59056', '36539', '-499030']"
"EP/M000141/1","['-475977']"
"EP/N004043/1","['21901', '-100922', '44485', '-15485']"
"EP/N03466X/1","['55297', '40612', '44508', '-413259', '-294039', '-554916']"
"EP/K036327/1","['36539', '31821', '-393162', '-421186', '40612', '-159823']"
"EP/N034570/1","['36539', '-393162', '-450240', '-365704']"
"EP/L014343/1","['99349', '-365704', '-386583', '-11031', '38108', '68073']"
"EP/K029940/1","['71618']"
"EP/N508469/1","['-435419', '13087']"
"EP/N508470/1","['-219322']"
"EP/M015025/1","['36539', '-210456', '-195303', '-28827', '40612', '51012', '74191', '59056', '121388', '-466197', '114424', '69369', '-499030']"
"EP/I031650/1","['51012', '-96656', '-26259', '47044', '40612', '46163', '89324', '1361', '45640', '102784', '59056', '123858', '122416', '6048', '-241027', '-195303', '-159823', '-150653', '-93750']"
"EP/L021560/1","['74687', '29807', '114424', '124192']"
"EP/P510300/1","['107296', '62227']"
"EP/K021117/1","['6220', '50120', '10032', '38142', '70345', '108198']"
"EP/L002507/1","['-441663', '-173704', '-174661', '-103606', '-150653', '-234777']"
"EP/L018365/1","['10364', '49125', '60157', '110016']"
"EP/L018284/1","['92028', '-205120', '-421517', '-22878', '-23812']"
"EP/N014170/1","['100637']"
"EP/K021109/1","['108421', '75748', '-80441', '10364', '34806']"
"EP/L018330/1","['44948', '-174622', '5719']"
"EP/L002620/1","['-221986', '84607']"
"EP/L002655/1","['11861', '679']"
"EP/N509851/1","['6220', '-424380', '70345']"
"EP/L014858/1","['-9324', '-251388']"
"EP/K034359/1","['103620', '-27428', '114826', '70840']"
"EP/J02175X/1","['8935', '-189413', '-187256', '-27140', '-27428', '-5395', '-2889', '-87083', '-80595', '93572', '-2799', '98121', '6929', '116766', '-295727', '-269537', '119193', '109141', '-226431']"
"EP/J021849/1","['-269537', '-189413']"
"EP/N016998/1","['-402943']"
"EP/L016494/1","['125954', '52060', '115929', '16070', '23224', '70840', '-220115']"
"EP/N026683/1","['-459312', '-154511', '-117223', '-3367']"
"EP/L011573/1","['8935', '-209869', '-208954', '50221', '52060', '-189227', '-189413', '-27140', '-27428', '-3367', '11376', '-73012', '-92', '93572', '98121', '9874', '102972', '16532', '16070', '116766', '109700', '103620', '60067', '-295727', '-269537', '64244', '119193', '109141', '-220115', '34764', '127902']"
"EP/N023854/1","['8935', '-189413', '-27140', '-27428', '116766', '-269537']"
"EP/K038885/1","['74866', '-194364', '-132222', '83238', '73981', '3323', '103620']"
"EP/L001489/2","['110493']"
"EP/N006089/1","['-424234']"
"EP/N012631/1","['-188559', '-516873']"
"EP/N013905/1","['104346', '-216661', '-34163', '-28923', '-262716']"
"EP/N510099/1","['-316848']"
"EP/K00705X/1","['-201525']"
"EP/I017801/1","['17189', '84766', '47966', '46006', '4770', '94966', '24520', '103020']"
"EP/F500513/1","['24520']"
"EP/F500491/1","['-210558', '94966', '46006', '4770']"
"EP/M017877/2","['-492730', '-301225']"
"EP/N030524/1","['-256341']"
"EP/J002186/1","['-191792']"
"EP/M026868/1","['-150134']"
"EP/M027988/1","['-257002', '-113826', '37719']"
"EP/M027031/1","['-8107', '-420771', '-501719', '-554619']"
"EP/J002933/1","['116917', '2599', '114122']"
"EP/N002822/1","['-167044']"
"EP/I00212X/2","['15837', '-182201', '-8074', '-104494', '35322']"
"EP/N029399/1","['-118566']"
"EP/I025278/1","['106541', '-225691']"
"EP/P002021/1","['123557', '109838', '13540', '38228', '56813', '-519709', '-560729', '15837', '-399081', '-253746', '-113965', '-108217', '-104233', '-25674']"
"EP/N002679/1","['44971']"
"EP/M02900X/1","['59895']"
"EP/P002137/1","['15519', '-449927', '102055', '123597', '-185691', '-117265', '38150', '65753']"
"EP/M022099/1","['-100165']"
"EP/M021890/1","['3172', '-422252', '-372746', '-178144']"
"EP/M019799/1","['80329']"
"EP/P001785/1","['-193164', '80634', '27234', '-457771', '-562753', '-562766']"
"EP/N02950X/1","['-532869']"
"EP/P00203X/1","['-11250', '-423371', '-88097', '-559711', '-121488', '-150224', '-138718', '-104914', '48889', '-4823', '83362']"
"EP/P001947/1","['85747', '-424304', '98490', '116079', '-554661', '-248888', '-167724', '-124389', '-86458', '-86251']"
"EP/I020357/1","['100961']"
"EP/I012206/1","['12687', '50535', '40306', '835']"
"EP/M022234/1","['-150346', '955']"
"EP/M017109/1","['-486000']"
"EP/K021737/1","['-22334', '26587']"
"EP/M017737/1","['110657']"
"EP/L015412/1","['26587', '41055', '-159491', '-44402', '-257024']"
"EP/M016811/1","['-426426']"
"EP/G037094/1","['26587', '13929', '2388', '48972', '-159491', '6200', '41055', '34707']"
"EP/M017141/1","['107227']"
"EP/N022130/1","['-439663']"
"EP/N009711/1","['-411897']"
"EP/N005147/1","['-98453']"
"EP/K504191/1","['130377', '-184231', '28462', '33588']"
"EP/N010124/1","['78529', '-1237', '-253451', '95094', '-303967', '2388', '-208954', '108835', '-179452', '6602', '51210', '-159491', '6200', '-121488', '39835', '-87095', '-416208', '41098', '-472552', '-494529', '-527507', '-499832', '-53903', '-528157', '-20251', '-20444']"
"EP/M017680/1","['95094']"
"EP/G037728/1","['9394', '8024']"
"EP/P510312/1","['24008']"
"EP/N006224/1","['6705', '9394', '28301', '-252576', '-189771', '-191233', '-175704', '24008', '38101', '78433']"
"EP/N005996/1","['-113845', '-303375', '129729', '40612']"
"EP/N006127/1","['76548', '9394', '-175704', '-423850']"
"EP/L014106/1","['9394', '-197871', '53866', '41239', '73396', '78433', '-98434', '-149620', '28045', '110528', '60892', '-253555', '67108', '36367', '28301']"
"EP/N508512/1","['6705']"
"EP/N508524/1","['24008']"
"EP/N508536/1","['8024']"
"EP/N508548/1","['76172']"
"EP/P51147X/1","['-202208', '55335']"
